ward_off_by_earnest_prayer	deprecor
tear_pieces	distraho
pull_apart	distraho
stepmother	noverca
appeasable	placabilis
egeria	egeria
arici	aricia
virbius	virbius
hippolytus	hippolytus
fucinus	fucinus
made_of_glass	vitreus
glassy	vitreus
anguitia	anguitia
marsian	marsus
sleep_bringing	somnifer
able	evalesco
grow_strong	evalesco
umbro	umbro
shot	missus
sending_away	missus
archippus	archippus
of_marruvium	marruvius
aequian	aequiculus
of_the_aequi	aequiculus
hunting	venatus
ufens	ufens
nersae	nersae
mountainous	montosus
the_cork_tree	suber
slender_javelin	cateia
form	ritus
farm_of_religious_ceremonial	ritus
teutonic	teutonicus
of_the_teutons	teutonicus
abella	abella
fruit_producing	malifer
celemna	celemna
batulum	batulum
rufrae	rufrae
sarnus	sarnus
sarrastes	sarrastes
capreae	capreae
teleboae	teleboae
sebethis	sebethis
telon	telon
oebalus	oebalus
unmentioned	indictus
crooked	falcatus
hooked	falcatus
short_spanish_shield	caetra
dart_with_thong_on_its_shaft	aclys
oscan	oscus
saticulus	saticulus
vulturnus	vulturnus
neighbor	accola
shallow	vadosus
cales	cales
pertaining_sidicini	sidicinus
heavy_pronged_hoe	rastrum
of_mount_massicus	massicus
halaesus	halaesus
hermus	hermus
the_beard_of_wheat	arista
allia	allia
of_ort	ortinus
nursia	nursia
fabaris	fabaris
the_tiber_river	tiberis
himella	himella
of_or_from_foruli	forulus
casperia	casperia
severus	severus
tetrica	tetrica
of_rosea	roseus
mutusc	mutusca
olive_bearing	olivifer
eretum	eretum
ancient_sabines	quirites
of_amiternum	amiternus
tribe	tribus
pertaining_the_claudii	claudius
clausus	clausus
of_town_named_'asia'	asius
of_asia	asius
food	pastus
fodder	pastus
pasture	pastus
of_capena	capenus
ciminus	ciminus
of_flavinium_or_flavina	flavinius
soracte	soracte
falisci	falisci
of_or_from_the_aequi	aequus
fescennine	fescenninus
of_fescennia	fescenninus
gripe_or_grasp_again	retracto
handle_again	retracto
messapus	messapus
boot_or_high_shoe_made_of_rawhide	pero
cap_made_of_skin	galerus
bluish	liveo
leaden_ball_or_bullet	glans
an_acorn	glans
amasenus_river	amasenus
anagnia	anagnia
of_the_hernici	hernicus
anio	anio
praeneste	praeneste
legion	legio
caeculus	caeculus
founder	fundator
of_praeneste	praenestinus
othrys	othrys
homole	homole
name_of_the_centaurs	nubigenae
the_cloud_born	nubigenae
coras	coras
catillus	catillus
tiburtus	tiburtus
of_tibur	tiburtinus
untrimmed	impexus
uncombed	impexus
of_the_sabelli_or_sabines	sabellus
pike	dolo
staff_or_pole_with_an_iron_point	dolo
javelin	pilum
spanish	hiberus
iberian	hiberus
of_or_from_iberia	hiberus
tirynthian	tirynthius
of_tiryns	tirynthius
geryon	geryon
laurentian	laurentius
of_laurentum	laurentius
woman	mulier
rhea	rhea
aventinus	aventinus
of_agyll	agyllinus
conqueror	debellator
lausus	lausus
mezentius	mezentius
despiser	contemptor
helicon	helicon
square_tablet_or_piece	tessera
the_trumpet	classicum
the_sound_of_the_trumpet	classicum
forge	fornax
furnace	fornax
recast	recoquo
boil_again	recoquo
plowshare	vomer
covering_made_of_metal_for_the_protection_of_the_leg	ocrea
greave	ocrea
corselet	thorax
wicker_work	crates
hurdle	crates
made_of_willow	salignus
antemnae	antemnae
tower_crowned	turriger
of_or_from_crustumeri	crustumerus
tibur	tibur
atina	atina
an_anvil	incus
whetstone	cos
grease	arvina
clean	tergeo
wipe	tergeo
quiet	inexcitus
dormant	inexcitus
blow	conspiro
answering_sound	adsensus
an_assenting	adsensus
open	resero
unbolt	resero
of_gabii	gabinus
lever	vectis
parthian	parthus
arabian	arabus
arab	arabus
getae	getae
sacrilegious	sacrilegus
guilty_of_impiety	sacrilegus
will	nutus
nod	nutus
seaweed	alga
throw_down	perverto
overthrow	perverto
overturn	perverto
wild_dance	thiasus
dance_in_honor_of_bacchus	thiasus
mingle_with	admisceo
conjure	obtestor
call_witness	obtestor
pest_bringing	pestifer

breathing_place	spiraculum
cave	specus
roaring	fragosus
crashing	fragosus
on_or_from_either_side	utrimque
ampsanctus	ampsanctus
famous	nobilis
illustrious	nobilis
without_restraint	licenter
freely	licenter
hand_hand	comminus
enough	abunde
sufficiently	abunde
besprinkle	respergo
sprinkle_over	respergo
since_indeed	quandoquidem
friendship	amicitia
stain	imbuo
wet	imbuo
permeate	imbuo
drench	imbuo
bleat	balo
5th	quinque
5	quinque
galaesus	galaesus
almo	almo
cloud	nubilum
darkness	nubilum
burn_at_the_point	praeuro
palisade	sudes
stake	sudes
trumpet	bucina
venilus	velinus
nar	nar
sulphureous	sulphureus
tremble	contremo
curving_back_or_round	recurvus
pertaining_shepherds	pastoralis
meet	nanciscor
obtain	nanciscor
wildly	immane
split_in_four_parts	quadrifidus
burnt	obustus
brand	torris
firebrand	torris
the_groin	ile

set_on_fire_from_beneath	succendo
distinguished	eximius
exceptional	eximius
green	virido
pertaining_an_owner	erilis
comb	pecto
decorate	orno
equip	orno
silvia	silvia
tyrrheus	tyrrheus
nourish	nutrio
the_sons_of_tyrrheus	tyrrhidae
of_cocytus	cocytius
encourage	exhortor
abound	exubero
supply	suggero
bring_or_put_under_or_up_to	suggero
of_twigs	virgeus
noise	sonor
flaming	flammeus
fiery	flammeus
hiss	sibilo
openly	palam
dowry	dos
endowment	dos
gift	dos
old_woman	anus
calybe	calybe
wrinkle	ruga
change_the_form	transformo
arde	ardea
danae	danae
pertaining_acrisione_or_danae	acrisioneus
dusky	fuscus
dark	fuscus
of_the_hair	crinalis
hurrah_oh	io
endure	sustineo
able_to	sustineo
sustain	sustineo
gird_on	incingo
staff_wreathed_with_ivy_and_vine_leaves	thyrsus
the_stalk_of_plant	thyrsus
and_indeed	etenim
woo	euhoe
fly_away	evolo
lashing	plaga
wound	plaga
blow	plaga

the_box_tree	buxus
spinning	volubilis
turning	volubilis

craze	lympho
dilute_with_water	lympho
raging	furialis
acrisius	acrisius
inachus	inachus
situated_apart	dissideo
free	liber
lacedaemon	lacedaemon
robber	praedo
greatly	multa
much	multa
having_been_accustomed	solitus
take_in	percipio
winding	tortilis
twisted	tortilis
touch	attactus
touching	attactus
place_or_fasten_under	subdo
put_under	subdo
cook	coquo
amata	amata
gorgonian	gorgoneus
go_about	ambio
go_round	ambio
work	opera
make_pointed	acuo
sprout	pullulo
spring_out	pullulo
plu	pluto
allecto	allecto
grief_inducing	luctificus
deadly	funestus
with_young	praegnans
cisseis	cisseis
roman_goddess_of_war	bellona
bellona	bellona
endow	doto
commodity	merces
article_for_sale	merces
wages	merces
pay	merces
unattempted	inausus
calydon	calydon
destroy	perdo
satisfy	exsaturo
phryx	phryx
it_concerns	refert
inachian	inachius
of_inachus	inachius
produce	creo
create	creo
illegitimate	nothus
cunningly_wrought	daedalus
skillful	daedalus
artificial	daedalus
tapestry	tapetum
wing_footed	alipes
select	eligo
pick_out	eligo
divine	auguro
shudder_at	exhorresco
shudder_greatly	exhorresco
wealth	opulentia
unmoved	immobilis
tiara	tiara
turban	tiara
headband	tiara
decay	abolesco
bringing_disgrace	indecor
disgraceful	indecor
harmless	innocuus
washing_away	diluvium
performance	actus
an_impelling	actus
thronging	effusus
overflowing	effusus
poured_forth	effusus
samothracia	samothracia
phrygia	phrygia
of_aurunca	auruncus
auruncan	auruncus
small_figure_of_eight_shield	ancile
togof_purple_cloth	trabea
pertaining_quirinus_or_romulus	quirinalis
double_faced	bifrons
two_faced	bifrons
ianus	ianus
vine_planter	vitisator
sabine	sabinus
italus	italus
court	curia
roman_senate	curia
place_of_assembly	curia
ancestral	avitus
of_grandfather	avitus
ride_before	praevehor
train	domito
tame	domito
youthful	primaevus
eldest	primaevus
wing	pinna
feather	pinna
ditch	fossa
holy	augustus
speaker	orator
begotten_of	satus
numicus	numicus
spread_abroad	dido
invoke	invoco
call_upon	invoco
sport	adludo
speak_playfully	adludo
one_of_the_equal_quarters_of_wheaten_loaf_or_cake	quadra
anything_quadriform	quadra
wide	patulus
opening	patulus
crust	crustum
want	penuria
fruit	pomum
cake	libum
of_fine_wheat	adoreus
bind_fast	religo
tie_up	religo
return	recurro
run_back	recurro
supported	effultus
propped_up	effultus
sacrificial_animal	bidens
having_two_teeth	bidens
conversation	colloquium
poisonous	mephitis
albunea	albunea
prophetic	fatidicus
smoking	fumidus
swarm	examen
multitude	examen
interchangeable	examen	mutuus
fear	terror
an_omen	portentum
connect	adiungo
join_to	adiungo
palace	regia
grandfather	atavus
turnus	turnus
marriageable	nubilis
picus	picus
marica	marica
faunus	faunus
position	status
erato	erato
an_oar	tonsa
yellowish	luteus
blazing	fervidus
intensely_hot	fervidus
except	praeter
beyond	praeter
past	praeter
so_as_pass_by	praeter
bear	ursus
bristle_bearing	saetiger
clever	argutus
clear	argutus
cedar	cedrus
daughter	filia
perilous_approached	inaccessus
difficult_of_approach	inaccessus
of_circe	circaeus
trembling	tremulus
shine	splendeo
funeral_rites	exsequiae
of_aeneas	aeneius
direct	rectus
straight	rectus
caieta	caieta
made_of_horn	corneus
latinus	latinus
perform_	fungor
place_heap_on_heap	accumulo
the_shoulder	armus
spur	calcar
dig	fodio
romulean	romulus
of_romulus	romulus
offspring	propago
the_layer_of_vine	propago
that_which_is_fastened_forward_or_along	propago
around	circa
rebellious	rebellis
warring	rebellis
gaul	gallus
marcellus	marcellus
passage	meatus
going	meatus
sweetly	molliter
gently	molliter
softly	molliter
mollius	molliter

restore	restituo
maximus	maximus
fabius	fabius
serranus	serranus
fabricius	fabricius
small_estate	parvum
one_of_the_scipios	scipiades
gracchus	gracchus
cossus	cossus
ca	cato
defile	temero
desecrate	temero
violate	temero
corinth	corinthus
the_capitol	capitolium
triumph	triumpho
grow_accustomed_to	assuesco
monoecus	monoecus
camillus	camillus
torquatus	torquatus
drusus	drusus
decii	decii
at_any_rate	utcumque
at_any_event	utcumque
whenever	utcumque
according_as	utcumque
however	utcumque
in_whatever_way	utcumque
freedom	libertas
consul	consul
burden	fascis
bundle	fascis
brutus	brutus
tarquinius	tarquinius
public	popularis
ancus	ancus
arrogant	iactans
tullus	tullus
cures	cures
covered_over_with_gray	incanus
nys	nysa
dionysus	liber
bacchus	liber
covered_in_vines	pampineus
quiet	paco
render_peaceful	paco
even_though	licet
bronze_footed	aeripes
nilus	nilus
sevenfold	septemgeminus
pertaining_the_maetoae	maeotius
caspian	caspius
of_the_caspian_sea	caspius
heaven_bearing	caelifer
bring_forth	profero
native_american	indus
indian	indus
belonging_india	indus
saturnus	saturnus
augustus	augustus
berecyntius	berecyntius
cor
bola	bola
another_name_for_god_pan	inuus
castrum_inui	castrum
of_or_from_the_pometii	pometius
of_collatia	collatinus
fidena	fidena
gabii	gabii
nomentum	nomentum
of_citizen	civilis
numitor	numitor
procas	proca
lavinia	lavinia
silvius	silvius
bright	illustris
assembly	conventus
lacking_guile	simplex
naïve	simplex
artless	simplex
from_that_place	exinde
wash_out_or_away	eluo
grow_into	inolesco
bodily	corporeus
utterly	funditus
completely	funditus
see_distinctly	dispicio
earthen	terrenus
hurtful	noxius
guilty	noxius
vigor	vigor
activity	vigor
liveliness	vigor

drink	poto
oblivion	oblivium
murmur	strepo
make_noise	strepo
lily	lilium
countless	innumerus

swim_in_front_of_or_by	praenato
sequestered	seclusus
moisten	rigo
distinguish_by_number	dinumero
reckon	recenseo
estimate_from_the_beginning	recenseo

till_again	recolo
dwell	incolo
inhabit	incolo
meadow	pratum
rise_above	exsto
stand_forth_or_out	exsto
musaeus	musaeus
refine	excolo
cultivate_completely	excolo
eridanus	eridanus
from_above	superne
sweet_smelling	odoratus
originally_paean	paean
of_ivory	eburneus
scallop	pecten
shell_fish	pecten
comb	pecten
speak_against	obloquor
circling_dance	chorea
clothe	vestio
lawn_or_meadow	virectum
green_or_grassy_spot	virectum
brothel	fornix
vault	fornix
an_arch	fornix
run_through_or_over	percurro
phlegyas	phlegyas
draw	distringo
draw_apart	distringo
adultery	adulterium
wealth	divitia
riches	divitia
dependent	cliens
client	cliens
rise	exsurgo
rise_up	exsurgo
lie_near_or_by	accubo
royal	regificus
magnificent	regificus
support	fulcrum
genial	genialis
sacred_the_guardian_spirit	genialis
similar_to	adsimilis
like	adsimilis
ixion	ixion
lapitha	lapitha
grow_again	renascor
reproduced	renascor
born_again	renascor
fiber	fibra
force_open_in_cracks	rimor
bringing_forth	fecundus
the_liver	iecur
immortal	immortalis
hooked	obuncus
vulture	vultur
stretch_forth	porrigo
roman_acre	iugerum
foster_son	alumnus
all_producing	omniparens
tityos	tityos
smoky	fumeus
tramp	pulsus
striking_or_beating	pulsus
horn_hoofed	cornipes
that_can_imitated	imitabilis
imitate	imitor
salmoneus	salmoneus
cancel	rescindo
tear_off_or_away	rescindo
the_stepsons_of_aloeus	aloidae
of_titanian_origin	titanius
titanian	titanius
distance_upward	suspectus
upward_views	suspectus
looking_up	suspectus
snake	hydra
water_serpent	hydra
prisoner	custodia
protection	custodia
custody	custodia
causing_fearful_sound	horrisonus
guilty	sons
hurtful	sons
differ	differo
divulge	differo
scatter	differo
rhadamanthus	rhadamanthus
fetter	catena
chain	catena
sleepless	exsomnis
tisiphone	tisiphone
that_which_cannot_overcome	adamas
of_the_elysian_fields	elysius
elysian	elysius
split_apart	findo
yoke_or_team_of_four_horses	quadrigae
an_instigator	hortator
one_giving_encouragement_or_inciting	hortator
move_away	amoveo
lead_around	circumduco
crying_euhan_shrieking_madly	euhans
foot_soldier	pedes
slaughter	strages
nostril	naris
ignominious	inhonestus
dishonorable	inhonestus
barbarously	crudeliter
cruelly	crudeliter
lacerate	lanio
yawn	hio
frustrate	frustror
render_vain	frustror
move	confero
transfer	confero
collect	confero
idaeus	idaeus
polyboetes	polyboetes
antenorides	antenorides
thersilochus	thersilochus
medon	medon
doomed	caducus
liable_fall	caducus
adrastus	adrastus
parthenopaeus	parthenopaeus
tydeus	tydeus
crowd_together	frequento
former	pristinus
shady	umbrifer
of_marpesus	marpesius
departure	discessus
able	queo
rugged	sentus
thorny	sentus
shape	figura
form	figura
caeneus	caeneus
laodamia	laodamia
evadne	evadne
eriphyl	eriphyla
procris	procris
phaedra	phaedra
of_myrtle	myrteus
consume	peredo
eat_up	peredo
eat_through_or_completely	peredo
melting	tabes
control	coerceo
enclose	coerceo
9_times	noviens
unlovely	inamabilis
poverty	pauperies
narrow_or_straitened_circumstances	pauperies
hate	perodi
minos	minos
investigation	quaesitor
an_investigator	quaesitor
juror	iudex
judge	iudex
an_infant	infans
not_capable_of_speech	infans
wailing	vagitus
throat	guttur
windpipe	guttur
mouthful	offa
dye	medico
medicate	medico
treat	medico
three_throated	trifaux
triple_voiced	trifaux
cerberus	cerberus
abandon	expono
sea_green	glaucus
dark	glaucus
slime	limus
mud	limus
leaky	rimosus
full_of_cracks	rimosus
stitched_together	sutilis
cavity	alveus
deserving_of_respect	venerabilis
venerable	venerabilis
uncle	patruus
bark	latro
eternally	aeternum
continually	aeternum
door_keeper	ianitor
amphrysius	amphrysius
attempt	adorior
attack	adorior
pirithous	pirithous
convey	vecto
drowsy	soporus
from_over_there	istinc
complain_loudly_about	increpo
rattle	increpo
little_while	parumper
not_commanded	iniussus
serious	severus
mother	creatrix
she_who_brings_forth	creatrix
velian	velinus
of_velia	velinus
unconquered	invictus
agreeable	iucundus
delightful	iucundus
pleasant	iucundus
savage	violentus
violent	violentus
deceive	deludo
stormy	ventosus
windy	ventosus
leucaspis	leucaspis
admit	admitto
send_to	admitto
carry_across_or_over	transporto
envious	lividus
bluish	lividus
remove	summoveo
move_from_beneath	summoveo
fall	autumnus
rowboat	cumba
small_boat	cumba
carry_up_often	subvecto
rust_colored	ferrugineus
sordid	sordidus
dirty	sordidus
hoariness	canities
charon	charon
foulness	squalor
ferryman	portitor
carrier	portitor
fret	aestuo
seethe	aestuo
burn	aestuo
very_hot	aestuo
chasm	vorago
dirt	caenum
tartarean	tartareus
pertaining_tartarus	tartareus
skilled	doctus
learned	doctus
taught	doctus
three_bodied	tricorpor
fearfully	horrendum
lerna	lerna
beast	belua
briareus	briareus
hundredfold	centumgeminus
stay	stabulo
in_stall_or_standing_place	stabulo
an_elm_tree	ulmus
viperous	vipereus
dissention	discordia
disagreement	discordia
deadly	mortifer
want	egestas
need	egestas
poverty	egestas
crime_inducing	malesuadus
desperate	malesuadus
disease	morbus
sickness	morbus
dip	mergo
phlegethon	phlegethon
timid	timidus
cowardly	timidus
hesitant	timidus
need	opus
no_sacred	profanus
profane	profanus
outside_the_shrine	profanus
pour_over_or_upon	superfundo
begin	incoho
lay_the_foundation	incoho
knife	culter
plowshare	culter
sacrifice	libamen
libation	libamen
stiff_hair	saeta
bristle	saeta
turn_into	invergo
cause_incline	invergo
bird	volans
winged_creature	volans
consisting_of_jagged_stone	scrupeus
throat	hiatus
gaping	hiatus
quick	properus
pass_around	circumfero
bear_round	circumfero
corynaeus	corynaeus
absorbent	bibulus
drinking_readily	bibulus
oil	olivum
of_frankincense	tureus
burn	cremo
ministry	ministerium
service	ministerium
bier	feretrum
weep_over	defleo
weep_much	defleo
hot	calidus
warm	calidus
adorn	decoro
the_end	supremum
break_off	refringo
break_back	refringo
gold_foil	bractea
thin_plate_of_metal	bractea
plant	semino
green	vireo
the_mistletoe	viscum
wintry	brumalis
of_different_color	discolor
perch	sido
seat_one’s_self	sido
aromatic	olens
having_smell	olens
go	prodeo
shade	opaco
truly	vere
roll_to	advolvo
easily_split	fissilis
pertaining_the_ash_tree	fraxineus
smite	ico
the_pine	picea
the_pitch_pine	picea
foaming	spumosus
cockle_shell	concha
shellfish	concha
lower	inferior
wind_instrument	lituus
an_augur's_staff	lituus
son_or_descendant_of_aeolus	aeolides
inhume	humo
lay_earth_on_anything	humo
interweave	sero
join_together	sero
result	eventus
styx	styx
decision	consultum
decree	consultum
defile	incesto
trace	vestigo
track	vestigo
metal	metallum
mine	metallum
put_forth_leaves	frondesco
crop	decerpo
pluck_off	decerpo
golden_haired	auricomus
partitive	opertum
covered_or_secret_place	opertum
valley	convallis
valley_completely_enclosed_by_hills	convallis
swim_upon_or_over	inno
surround	circumvenio
cocytus	cocytus
carry_up	eveho
carry_forth	eveho
descent	descensus
going_down	descensus
theseus	theseus
buy_out_of_slavery	redimo
purchase	redimo
buy_back	redimo
pollux	pollux
harmonious	canorus
lute_string	fides
orpheus	orpheus
put_in_charge	praeficio
marsh	palus
advise	praecipio
anticipate	praecipio
spur	stimulus
prick	stimulus
resound	remugio
bellow_again_or_loudly	remugio
venturing	audens
complete	defungor
finish	defungor
raging	rabidus
mad	rabidus
savage	rabidus
raving	rabidus
by_so_much	tanto
mockery	ludibrium
mocking	ludibrium
educate	instituo
equip	instituo
undertake	instituo
not_due	indebitus
prescient	praescius
foreknowing	praescius
survey	obeo
visit	obeo
go_to	obeo
adorn	como
arrange	como
flock	grex
herd	grex
_the_seats_for_the_audience	spectaculum
spectacle	spectaculum
deiphobe	deiphobe
read_through	perlego
mold_out	effingo
icarus	icarus
string	filum
thread	filum
that_cannot_disengaged_or_disentangled	inextricabilis
in	insum
minotaurus	minotaurus
two_formed	biformis
pasiphae	pasiphae
substitute	suppo
put_something_in_the_place_of_another	suppo
put	suppo
urn	urna
the_athenians	cecropides

son_or_descendant_of_cecrops	cecropides
have_weight_of	pendo
weigh	pendo
chalcidian	chalcidicus
of_chalcis	chalcidicus
arctos	arctos
swim_out_or_away	eno
unaccustomed	insuetus
pertaining_minos	minoius
daedalus	daedalus
an_epithet_of_hecate_or_diana	trivia
trivia	trivia
secret	secretum
solitary_place	secretum
anything_apart	secretum
push_or_thrust_off	abstrudo
seed	semen
cumae	cumae
euboean	euboicus
of_euboe	euboicus
float	fluito
sirenes	sirenes
unexpected	inopinus
drug	soporo
make_soporific	soporo
cause_sleep_or_render_sleepy	soporo
dew	ros
lethean	lethaeus
oblivious	lethaeus
of_lethe	lethaeus
fasten_to	adfigo
clear_sky	serenum
false	fallax
treacherous	fallax
deceitful	fallax
ignore	ignoro
not_know	ignoro
for_short_while	paulisper
steal	furor
iasides	iasides
word	loquela
speech	loquela
talking	loquela
phorbas	phorbas
dream	somnium
murky	tenebrosus
dark	tenebrosus
left	sinister
cymodoce	cymodoce
thalia	thalia
spio	spio
nisaee	nisaee
melite	melite
thetis	thetis
waters_or_waves_on_the_left_hand	laeva
the_left_hand_places	laeva
palaemon	palaemon
pertaining_ino	inous
glaucus	glaucus
whale_or_other_large_secreature	cetus
the_thunderer	tonans
thundering	tonans
calm	permulceo
stroke	permulceo
avernus	avernus
violating_one's_oath	periurus
roll_out_or_forth	evolvo
drive	impingo
fasten_upon	impingo

deprive_of_life	exanimo
tamer	domitor
laurentine	laurens
foully	foede
shamefully	foede
pertaining_aeolus	aeolius
witness	testis
not_long_ago	nuper
annihilate	perimo
take_away_completely	perimo
eat_out	exedo
break	infringo
break_in	infringo
soothe	mitigo
make_soft_or_mild	mitigo
that_can_satisfied	exsaturabilis
ewe_lamb	agna
young_bullock	vitulus
kindred	consanguineus
having_common_blood	consanguineus
endurable	tolerabilis
curved_forward	procurvus
of_anchises	anchiseus
idalian	idalius
of_idalius	idalius
pertaining_eryx	erycinus
forum	forum
plough	aratrum
arrange	designo
mark_out	designo
vigorous	vividus
lively	vividus
boat	navigium
enroll	transcribo
transfer_by_writing	transcribo
communicate	edoceo
teach_completely	edoceo
summon	arcesso
fetch	arcesso
an_incense_box	acerra
household_god	lar
lar	lar
rush_forth	proripio
snatch_forth	proripio
gasping	anhelus
panting	anhelus
elysium	elysium
charming	amoenus
conflict	congressus
coming_together	congressus
subdue	debello
put_down_by_war	debello
war_the_end	debello
gathered	lectus
expel	depello
drive_off	depello

carry_up	subveho
acesta	acesta
not_strong	invalidus
draw_back	retraho
he_begins_speak	infit
one_begins	infit
nautes	nautes
drip	madesco
become_wet	madesco
height	arduum
high_place	arduum
bring_forth	edo
emit	edo
hostile	exosus

hating_much	exosus
useful	prosum
heat	vapor
steam	vapor
vapor	vapor
belch	vomo
vomit	vomo
tow	stuppa
the_calking_of_ship	stuppa
the_coarse_part_of_flax	stuppa
on_that_account	idcirco
completely_hollow	concavus
in_anywhere	sicubi
hasten	accelero
hold_back	retineo
pertaining_horseman	equester
eumelus	eumelus
wedge	cuneus
look_at	specto
grudging	malignus
malicious	malignus
wicked	malignus
malignant	malignus
pyrgo	pyrgo
age	natus
birth	natus
amaze	stupefacio
shake	corusco
move_quickly_hither_and_thither	corusco
push_with_the_horns	corusco
unfortunate	infaustus
measure_out_or_off	emetior
doryclus	doryclus
of_tmaros	tmarius
beroe	beroe
harm	noceo
the_seashore	acta
trojan_woman	troas
pass	trames
by_path_or_narrow_way	trames
crossway	trames
glut	saturo
fill	saturo
of_space_and_time	hactenus
so_far	hactenus
thus_far	hactenus
far_off	porro
or_of_mental_operations	porro
time	porro
of_space	porro
forward	porro
ancient	priscus
of_carpathus	carpathius
that_can_not_gone_over_again	inremeabilis
not_overtaken	indeprensus
the_labyrinth	labyrinthus
hinder	impedio
retreat	recursus
return	recursus
running_back	recursus
ride_in_different_directions	discurro
run_apart	discurro
scourge_or_whip	flagellum
bright	candidus
clear	candidus
shining_white	candidus
of_the_atii	attius
atys	atys
of_two_colors	bicolor
increase	augeo
an_audience	circulus
group_of_people	circulus
chain	circulus
ring	circulus
circle_or_orbit	circulus
turn_round	obtorqueo
pliant	flexilis
flexible	flexilis
fasten_before	praefigo
shine	luceo
troop	turma
boyish	puerilis
epytides	epytides
not_full_grown	impubes
prefer	praefero
call	appello
cisseus	cisseus
thracian	thracius
or_part	exsors
lot	exsors
without_share	exsors
thunder_at	attono
flash_or_shoot_across	transcurro
run_across	transcurro
causing_terror	terrificus
fall	decido
fall_down	decido
applaud	plaudo
approve	plaudo
clap	plaudo
strike	plaudo
pale_yellow	lineus
flaxen	lineus
strike_asunder	diverbero
string	nervus
cord	nervus
tendon	nervus
muscle	nervus
draw_forth	depromo
bend	incurvo
bend_in	incurvo
sit_or_settle_down	subsido
pandarus	pandarus
eurytion	eurytion
hippocoon	hippocoon
hyrtacides	hyrtacides
mast	malus
standing_pole	malus
crush	effringo
break_out_or_open	effringo
balance	libro
vomit	eiecto
cast_forth	eiecto
coarse	crassus
crass	crassus
fat	crassus
thick	crassus
on_both_sides	utroque
separate	dirimo
take_asunder	dirimo
madness	dementia
run_to	accurro
erymanthus	erymanthus
foresee	praevideo
see_beforehand	praevideo
an_assault	adsultus
leaping_upon	adsultus
fort	castellum
castle	castellum
attack	oppugno
strong	valens
provoke	lacesso
unfrightened	interritus
finger	digitus
throw_back	reicio
old_age	senectus
descendant_of_alceus	alcides
the_brain	cerebrum
taint	inficio
impart_some_foreign_quality_an_object	inficio
hercules	hercules
anchisiades	anchisiades
sew_or_stitch_in	insuo
lead	plumbum
youthful_vigor	iuventas
the_age_of_youth	iuventas
youthfulness	iuventas
exhausted	effetus
cold	frigeo

blunt	hebeo
old_age	senecta
loiter	tardo
hardy	patiens
patient	patiens
long_suffering	patiens
green	viridans
entellus	entellus
till_when	quousque
until_what_time	quousque
lively	alacer
lead_in	induco
extend	protendo
stretch_forth_or_out	protendo
stretch	extendo
stretch_forth	extendo
strike	percello
of_bebrycia	bebrycius
or_bithynian	bebrycius
bebrycian	bebrycius
butes	butes
dares	dares
comfort	solacium
announce	propono
propose	propono
unfasten	refigo
didymaon	didymaon
damp	udus
wet	udus
it_moves_pity	miseret
burdensome	onerosus
declare	proclamo
cry_out	proclamo
support	adiuvo
assist	adiuvo
help	adiuvo
goodwill	favor
that_part_of_the_theater_or_circus_which_was_occupied_by_the_spectators	cavea
hollow_place	cavea
dung	fimus
mire	fimus
waver	titubo
in_doubt	titubo
make_wet	madefacio
come_rapidly_nearer	advento
shoe	calx
the_heel	calx
an_interval	intervallum
the_space_between_two_stakes	intervallum
satisfied	contentus
content	contentus
polished	teres
tapering	teres
belt	balteus
fill	circumamplector
encircle	circumamplector
amazonian	amazonius
ornaments	phalerae
horse_ornaments	phalerae
metal_disks	phalerae
olive	oliva
arrow	spiculum
sting	spiculum
sharp_point	spiculum
no_one	nemo
customary	adsuetus
usual	adsuetus
panopes	panopes
tegean	tegeaeus
of_tegea	tegeaeus
of_arcadia	arcadius
of_acarnania	acarnan
patron	patron
salius	salius
diores	diores
euryalus	euryalus
nisus	nisus
invite	invito
an_assembly_(others	consessus
sitting_together	consessus
grassy	gramineus
pholoe	pholoe
cretan_woman	cressa
female_slave	serva
wind_together	plico
struggle_forward_on	nixor
lean_upon_with_the_ideof_effort	nixor
restrain	retento
hold_back	retento
lame	claudus
limping	claudus
twisting	tortus
wayfarer	viator
traveler	viator
mangled	lacer
torn	lacer
half_dead	seminex
covert	obliquus
indirect	obliquus
slanting	obliquus
maimed	debilis
disabled	debilis
ribbon	taenia
crown	evincio
bind_round	evincio
crimson	puniceus
reddish	puniceus
wander_about	palor
struggle	conitor
lean_or_brace_one’s_self_against	conitor
sagaris	sagaris
phegeus	phegeus
defense	tutamen
means_of_protection	tutamen
concede	dono
give	dono
take_away_from	detraho
demoleos	demoleos
baying	latratus
barking	latratus
pant	anhelo
full_of_leaves	frondosus
river_of_ionia	maeander
maeander	maeander
crimson	purpura
purple	purpura
special	praecipuus
peculiar	praecipuus
veil	advelo
reveal	declaro
make_clear	declaro
auctioneer	praeco
herald	praeco
portunus	portunus
panopea	panopea
phorcus	phorcus
fling_the_ground	proicio
throw_out	proicio
cast_forth	proicio
defendant	reus
incite	instigo
goad_on	instigo
strip	spolio
brood	nidus
nest	nidus
pumice_stone	pumex
porous	latebrosus
full_of_holes	latebrosus
pole	contus
pole	trudis
covered_with_iron	ferratus
creak	crepo
rattle	crepo
run_forth_or_forward	procurro
push_up_to	suburgeo
puffing	anhelitus
hard_breathing	anhelitus
withdraw	subtraho
draw_from_beneath	subtraho
